ID_estudiante;género;edad;horas_estudio_día;horas_sueño;horas_uso_smartphone;horas_redes_sociales;horas_youtube;horas_videojuego;horas_descanso_día;g_ingesta_café;horas_ejercicio;tareas_completadas;porcentaje_asistencia;nivel_stress;puntuación_enfoque;calificación_final;puntuación_productividad
229;femenino;23;2,58;5,18;5,42;2,14;4,44;0,85;10;0,10;1,75;7;47,95;1;89;42,39;45,59
230;femenino;18;3,24;7,39;11,36;2,76;0,88;4,33;12;0,16;1,02;2;83,02;9;71;46,56;36,01
231;femenino;19;8,84;5,39;3,51;6,65;4,15;5,31;6;0,24;1,78;2;72,73;9;72;51,71;66,15
232;masculino;17;4,50;5,86;8,76;5,73;4,16;5,57;14;0,16;0,13;0;85,49;3;96;77,63;56,49
233;masculino;21;6,95;7,98;1,76;7,92;3,42;0,04;12;0,00;1,58;9;56,13;3;44;40,61;62,53
234;femenino;17;0,67;8,97;3,51;0,68;3,44;3,06;9;0,41;0,08;6;44,29;3;94;66,45;49,53
235;masculino;24;8,23;6,04;7,38;2,78;2,10;3,01;8;0,31;0,82;18;48,78;5;63;97,99;56,53
236;femenino;17;2,78;6,66;7,37;7,04;2,47;0,85;5;0,41;1,73;0;96,06;5;52;61,11;38,79
237;femenino;27;3,44;8,22;6,87;0,21;0,73;3,54;2;0,12;0,37;0;53,95;3;40;93,09;38,11
238;otro;17;0,93;4,57;1,92;2,69;3,33;3,10;6;0,42;0,20;5;97,26;10;68;68,11;33,96
239;masculino;18;4,39;5,91;9,18;7,79;4,90;5,61;8;0,31;0,97;2;68,68;8;52;44,86;33,11
240;masculino;18;8,60;8,68;8,68;4,37;0,18;0,32;2;0,31;0,05;19;66,90;7;94;89,28;73,95
241;masculino;28;4,10;9,26;8,33;2,47;4,25;3,59;10;0,12;0,28;8;98,13;3;63;60,00;56,00
242;femenino;22;9,13;7,51;1,99;7,44;0,81;0,04;13;0,39;1,37;14;52,46;7;58;85,49;69,92
243;masculino;23;8,74;5,75;3,04;2,78;4,79;3,01;1;0,44;1,48;3;82,68;4;46;79,98;66,04
244;femenino;21;1,09;7,24;10,97;1,07;0,01;5,13;9;0,25;1,67;6;47,43;3;73;49,03;28,31
245;masculino;17;3,40;4,25;6,05;4,63;0,46;2,80;6;0,23;1,38;6;92,17;8;49;96,97;32,26
246;masculino;17;9,15;3,21;5,31;5,71;4,93;3,10;3;0,48;0,27;0;42,54;8;53;59,20;48,73
247;masculino;19;0,78;3,52;10,53;0,63;1,62;1,45;8;0,30;1,50;1;86,24;2;90;63,39;30,52
248;femenino;18;7,78;3,76;3,89;4,98;5,36;1,87;12;0,47;1,42;17;55,01;9;80;64,36;56,28
249;femenino;21;9,11;4,58;10,00;2,97;4,69;3,48;5;0,29;1,07;17;75,86;3;70;78,54;60,96
250;masculino;28;7,82;6,23;5,58;1,00;3,85;0,65;9;0,36;0,87;19;91,27;2;45;84,69;62,47
251;femenino;26;7,57;4,63;7,65;5,09;1,80;2,03;10;0,11;0,27;6;84,19;4;78;87,36;61,11
252;femenino;22;8,51;7,10;4,70;2,15;5,04;0,51;4;0,43;1,43;10;97,50;9;62;40,61;68,18
253;femenino;23;6,83;9,99;11,04;1,36;1,16;5,30;9;0,07;0,08;6;91,19;9;67;73,36;59,06
254;femenino;20;4,52;6,49;1,72;0,75;5,35;3,34;1;0,14;0,27;19;64,95;2;33;82,76;47,03
255;masculino;23;1,10;8,30;3,00;3,21;4,54;3,16;4;0,41;0,78;11;62,48;2;77;59,47;48,93
256;masculino;27;7,99;5,05;2,83;4,97;2,09;4,42;2;0,42;1,07;18;85,73;2;85;74,08;76,53
257;femenino;24;9,10;9,74;3,49;7,80;1,05;0,18;1;0,39;1,30;13;57,47;2;85;71,11;88,33
258;masculino;27;5,36;4,74;5,73;2,70;2,65;4,36;4;0,48;1,77;8;61,88;5;56;56,70;43,16
259;masculino;17;5,56;7,18;1,84;4,90;0,79;5,52;8;0,28;1,72;2;90,73;5;34;43,23;54,45
260;masculino;22;4,33;9,88;0,95;0,94;2,91;5,28;10;0,08;1,75;15;48,03;2;96;79,73;74,26
261;femenino;24;8,64;8,66;7,01;7,49;1,36;1,00;6;0,36;1,62;18;41,32;7;99;53,23;74,25
262;masculino;21;0,64;9,94;6,27;5,93;0,03;1,92;9;0,01;0,58;3;97,19;5;55;67,39;41,33
263;femenino;20;6,43;5,66;4,42;5,69;3,19;0,74;4;0,00;1,28;0;52,98;7;62;66,76;50,72
264;masculino;18;9,12;3,54;2,46;4,38;1,80;3,01;2;0,37;0,47;13;48,83;6;63;95,53;60,52
265;otro;22;1,48;4,70;1,85;4,51;3,67;1,42;13;0,20;1,70;13;75,30;1;70;81,19;43,60
266;masculino;22;9,61;9,70;10,72;3,57;1,88;0,98;1;0,03;1,55;7;93,65;2;36;52,70;68,71
267;femenino;27;9,69;5,59;5,50;0,37;4,11;1,54;4;0,11;1,53;12;63,70;10;98;60,61;73,01
268;femenino;17;9,33;3,87;11,45;0,56;4,00;3,34;8;0,11;0,47;11;81,30;9;70;43,62;52,05
269;femenino;25;4,89;7,15;4,24;1,54;0,15;2,58;8;0,47;1,62;12;77,68;2;85;71,28;65,23
270;masculino;28;4,14;6,50;7,55;1,51;4,13;0,45;6;0,03;1,52;2;64,71;4;75;83,77;47,38
271;femenino;27;7,21;3,44;7,03;0,46;1,10;2,63;13;0,38;0,38;0;45,29;3;35;49,61;38,21
272;masculino;22;3,53;6,17;2,37;3,97;4,92;1,83;11;0,47;1,27;12;95,66;8;35;69,34;39,99
273;masculino;29;1,15;7,43;6,18;4,07;0,71;5,87;11;0,03;0,73;9;98,71;1;42;73,12;37,26
274;femenino;19;9,06;4,63;6,07;4,80;1,48;4,22;10;0,03;0,98;19;72,77;5;36;99,88;53,57
275;femenino;20;6,53;3,87;6,32;6,30;3,44;2,21;11;0,44;0,92;7;47,24;6;54;71,81;40,81
276;femenino;28;2,47;9,05;3,97;7,49;2,52;0,72;10;0,15;0,30;10;82,57;8;81;64,12;53,37
277;femenino;27;0,67;7,38;3,29;7,58;5,95;0,36;6;0,37;0,92;2;43,93;5;63;46,61;33,35
278;masculino;20;7,37;4,09;5,22;7,20;4,32;3,87;13;0,31;0,63;12;75,54;6;49;46,30;49,77
279;femenino;19;8,60;7,40;11,11;5,93;1,32;0,44;10;0,30;0,60;4;69,30;2;93;52,77;72,03
280;masculino;26;4,35;8,15;7,05;5,36;4,40;4,41;2;0,10;1,82;11;43,12;4;57;81,36;44,23
281;femenino;19;1,27;7,18;5,89;0,94;2,14;0,68;13;0,08;1,13;0;49,23;6;94;45,35;41,00
282;femenino;19;6,66;3,81;2,75;5,25;0,14;0,31;5;0,39;1,98;6;48,31;2;96;61,68;65,07
283;femenino;20;3,32;3,87;11,15;1,26;1,69;5,93;5;0,16;1,98;8;82,63;5;87;69,56;36,63
284;masculino;23;1,87;3,32;8,09;5,96;5,65;5,77;13;0,48;1,25;16;85,80;1;64;66,94;31,22
285;femenino;20;5,35;4,64;11,87;1,30;0,77;3,45;4;0,30;1,17;1;45,94;10;58;76,82;25,58
286;masculino;25;5,08;3,42;2,44;5,45;3,43;5,47;10;0,34;1,98;6;61,02;1;67;64,54;51,45
287;masculino;17;5,41;8,64;4,99;0,58;5,87;5,83;10;0,19;0,37;14;47,74;6;83;67,12;60,47
288;masculino;24;8,33;3,11;4,33;2,51;3,12;2,66;3;0,03;0,90;13;95,01;10;64;64,81;56,40
289;femenino;23;5,10;7,07;4,32;2,99;1,98;0,06;7;0,47;0,53;8;43,55;4;56;79,24;48,72
290;masculino;18;9,06;8,67;0,88;2,51;3,59;3,72;2;0,50;1,57;4;64,18;5;79;66,75;85,40
291;masculino;24;8,50;9,26;6,69;2,49;1,54;2,39;9;0,16;0,63;3;54,44;8;96;59,49;75,86
292;masculino;17;6,69;5,87;7,50;4,26;4,65;4,04;9;0,26;1,12;19;96,18;9;77;53,88;57,12
293;masculino;27;1,04;7,35;1,04;6,59;5,18;1,07;9;0,22;0,02;14;92,60;2;33;89,96;39,91
294;femenino;28;8,72;9,66;10,62;6,99;2,11;5,92;9;0,15;1,40;14;61,45;2;35;68,36;59,39
295;femenino;25;9,10;7,70;2,82;0,59;4,64;4,62;6;0,18;1,10;1;66,09;2;50;58,29;73,97
296;masculino;25;4,06;9,31;2,20;1,54;5,01;1,77;2;0,40;0,30;17;45,48;6;90;82,43;62,86
297;femenino;18;5,50;7,79;2,57;2,47;2,45;4,63;13;0,42;0,00;12;63,86;7;96;52,08;68,22
298;femenino;23;3,17;3,48;5,35;5,47;5,70;5,11;3;0,26;1,78;19;73,18;3;54;91,40;34,26
299;femenino;26;0,64;4,38;1,45;3,22;4,14;2,96;6;0,01;0,38;15;62,26;5;30;51,65;20,39
300;femenino;19;5,05;9,58;9,97;3,81;2,74;2,44;7;0,18;0,52;2;45,09;4;34;72,78;39,25
301;masculino;23;1,73;8,91;8,32;6,28;3,66;1,42;7;0,12;0,97;4;52,80;10;49;94,44;25,42
302;femenino;28;2,24;5,96;5,93;5,14;2,98;5,01;5;0,10;1,50;5;56,07;5;97;96,75;44,99
303;masculino;26;5,07;4,13;6,26;4,70;0,99;2,46;14;0,02;0,75;13;86,22;3;95;79,51;58,13
304;masculino;25;8,74;4,10;5,17;4,64;2,77;4,79;7;0,13;1,80;10;52,20;7;32;49,11;45,43
305;femenino;20;8,52;9,33;8,73;1,59;3,35;5,24;2;0,01;0,03;9;81,46;6;71;74,44;71,27
306;femenino;28;9,67;4,16;11,46;0,89;0,96;3,32;6;0,29;1,47;2;58,81;6;77;73,27;56,15
307;masculino;17;5,09;5,70;6,87;2,61;5,35;1,05;3;0,24;1,90;14;46,65;3;48;68,13;39,84
308;masculino;18;5,74;9,31;6,98;6,15;3,58;0,23;14;0,06;1,87;14;70,11;3;82;67,56;67,01
309;femenino;17;8,31;3,23;6,51;6,83;2,78;4,24;14;0,32;0,08;1;89,51;3;45;73,15;53,63
310;femenino;28;7,15;7,42;10,97;6,38;4,71;5,16;7;0,07;1,75;5;58,24;6;68;80,97;51,85
311;femenino;21;2,24;5,45;7,81;1,26;4,60;5,19;14;0,39;0,55;10;75,26;2;41;45,98;28,79
312;masculino;21;4,28;3,75;10,56;7,35;2,32;2,14;14;0,21;0,77;6;89,65;8;59;90,77;30,24
313;femenino;27;9,33;6,97;7,22;3,10;2,68;1,27;14;0,42;0,02;3;56,03;1;74;90,21;73,10
314;masculino;23;1,89;6,39;8,53;6,70;2,82;0,35;9;0,31;1,35;4;45,51;6;81;42,61;32,46
315;masculino;25;2,49;3,69;8,04;5,01;0,89;1,39;6;0,15;1,82;3;53,49;5;65;45,55;25,75
316;masculino;25;4,31;4,87;5,57;6,35;4,35;1,55;6;0,05;1,48;16;91,49;2;78;44,00;54,39
317;femenino;19;9,43;8,18;2,08;0,24;1,06;3,51;2;0,13;0,85;8;59,70;8;69;49,88;76,53
318;femenino;19;1,58;8,29;5,35;3,48;0,43;1,43;13;0,02;1,32;16;50,63;8;77;62,31;38,78
319;femenino;19;6,89;7,19;10,53;4,85;4,03;1,44;11;0,49;1,47;7;70,26;9;76;48,63;52,12
320;femenino;20;1,76;3,77;8,04;2,96;0,49;2,07;14;0,09;0,65;19;77,08;7;97;71,89;34,84
321;masculino;24;5,48;8,97;11,35;6,32;5,20;3,95;2;0,21;0,90;17;67,74;5;67;91,71;50,50
322;masculino;22;5,60;4,21;3,71;5,79;1,99;2,39;7;0,24;1,12;3;59,44;9;83;50,26;50,06
323;masculino;24;0,90;8,05;5,93;3,12;1,40;4,39;14;0,42;1,28;19;69,53;2;32;60,53;29,22
324;femenino;17;9,56;3,30;9,05;3,51;2,57;2,60;8;0,06;0,05;13;94,20;2;95;73,96;73,12
325;femenino;24;8,16;5,32;2,02;3,93;2,90;4,77;2;0,09;0,03;1;78,84;9;90;94,03;72,25
326;otro;20;3,38;6,35;1,63;4,36;0,85;2,76;12;0,08;0,93;11;65,88;9;84;92,36;50,99
327;femenino;27;1,74;3,20;9,16;2,39;5,35;4,91;7;0,42;0,63;3;88,88;8;83;55,10;27,70
328;femenino;17;3,78;4,20;8,15;1,83;1,07;5,05;10;0,03;1,78;11;40,12;4;69;56,99;32,73
329;femenino;24;9,00;5,23;6,03;0,90;3,06;4,63;6;0,01;1,13;5;51,79;1;96;69,19;75,34
330;femenino;20;1,76;9,88;1,27;1,12;3,61;3,21;14;0,35;1,08;4;72,26;1;68;72,07;58,59
331;femenino;22;3,82;8,46;7,72;3,74;3,90;3,85;4;0,35;0,83;14;79,34;1;97;70,41;63,74
332;femenino;24;5,20;8,88;8,19;5,32;3,06;0,13;14;0,08;1,10;1;69,55;3;67;76,28;56,62
333;femenino;20;0,81;7,67;3,96;5,33;1,56;1,69;7;0,20;0,28;16;79,04;5;61;51,40;38,69
334;femenino;19;3,05;5,05;1,53;3,65;0,42;2,41;2;0,33;1,10;3;76,69;10;60;86,57;39,12
335;masculino;25;6,16;7,97;6,30;4,95;5,66;0,32;11;0,26;1,78;19;73,88;6;40;62,30;50,09
336;masculino;19;3,58;7,72;6,09;7,67;4,79;4,95;7;0,37;0,03;4;48,67;9;33;95,20;29,03
337;masculino;25;8,77;7,27;3,89;7,86;1,66;1,65;11;0,17;0,40;6;66,53;5;36;74,85;61,96
338;masculino;29;9,40;5,09;6,98;6,76;0,61;1,06;10;0,48;0,97;8;66,38;9;66;40,49;59,17
339;femenino;18;4,69;4,84;7,50;7,32;5,86;5,53;1;0,12;1,18;12;53,72;4;44;46,34;33,55
340;masculino;18;5,55;5,35;11,11;1,09;5,26;0,04;7;0,38;1,68;7;93,68;5;53;67,11;41,09
341;masculino;18;6,49;5,19;9,40;2,23;3,66;4,27;10;0,31;1,58;12;92,77;2;82;57,57;59,96
342;masculino;22;6,81;3,54;9,81;7,63;3,10;0,25;8;0,22;1,50;4;58,13;4;90;92,01;51,06
343;femenino;19;1,10;8,62;2,64;1,04;1,72;2,08;9;0,15;0,08;15;53,07;4;65;93,93;42,81
344;masculino;29;1,01;5,58;5,77;7,00;2,11;1,67;11;0,26;0,43;1;63,52;3;77;44,11;35,81
345;masculino;25;8,72;7,95;2,89;3,51;5,20;2,51;9;0,43;0,05;1;42,07;7;92;43,61;77,21
346;masculino;20;2,59;4,96;2,65;7,80;3,47;1,94;2;0,37;0,15;16;93,83;5;57;65,95;42,28
347;masculino;17;6,05;7,21;6,31;5,73;5,38;4,36;6;0,15;1,05;13;51,48;8;47;56,21;44,03
348;femenino;20;6,43;3,24;3,72;2,70;5,20;3,81;7;0,42;0,32;12;53,44;7;87;94,78;53,50
349;masculino;17;2,06;3,74;2,97;0,94;2,53;3,03;11;0,23;0,27;1;66,94;5;86;83,10;41,22
350;femenino;21;7,74;5,55;8,85;1,91;0,87;2,14;14;0,16;1,27;0;74,65;6;52;97,90;50,26
351;femenino;20;8,73;4,88;0,89;5,63;5,66;0,44;2;0,24;1,18;7;66,34;7;57;74,30;64,80
352;otro;24;3,21;5,47;9,15;2,57;4,82;3,83;2;0,25;1,63;17;70,16;2;49;53,31;32,62
353;masculino;24;8,84;9,51;10,83;7,59;2,19;1,58;4;0,39;1,52;11;92,44;4;44;63,94;64,93
354;masculino;23;1,27;3,52;8,60;4,28;5,31;1,46;3;0,20;0,48;15;88,97;9;91;51,94;28,97
355;masculino;19;8,10;6,24;2,72;4,20;2,18;4,51;5;0,16;1,68;9;40,66;5;77;93,65;67,27
356;masculino;17;6,58;4,39;8,96;6,46;3,89;1,81;8;0,14;0,97;15;68,98;5;33;50,13;35,96
357;femenino;17;6,04;5,49;6,27;6,38;1,88;4,45;14;0,16;1,82;2;84,21;4;94;40,30;64,24
358;masculino;28;2,69;7,74;7,84;5,50;5,45;4,50;9;0,20;0,63;3;81,84;1;80;75,60;51,63
359;masculino;27;3,94;9,81;5,02;7,62;0,23;0,93;11;0,29;0,73;15;61,44;5;47;78,36;48,87
360;femenino;19;9,15;7,86;2,69;4,64;4,08;1,76;4;0,48;1,03;0;81,01;1;84;61,15;89,33
361;femenino;22;4,92;9,19;0,76;7,20;1,15;3,43;9;0,23;1,82;17;78,00;1;37;87,08;62,08
362;masculino;23;6,15;4,03;9,02;3,76;0,57;5,90;12;0,25;0,13;6;55,62;3;63;99,28;42,74
363;masculino;22;9,39;4,27;5,41;6,10;3,49;2,07;13;0,31;0,30;11;52,60;1;49;86,93;60,35
364;masculino;22;4,93;9,14;3,28;1,87;4,39;5,16;8;0,14;1,80;6;44,32;8;72;58,27;56,24
365;femenino;22;4,19;7,25;7,66;6,80;5,95;5,18;1;0,16;0,32;9;66,16;8;60;41,64;40,51
366;femenino;29;8,99;8,54;9,61;2,82;0,74;1,89;7;0,43;1,18;5;71,07;7;44;98,92;58,24
367;femenino;19;9,15;4,56;6,58;5,81;1,38;5,78;11;0,11;1,80;3;42,36;10;41;71,66;44,25
368;femenino;22;3,87;5,44;9,26;2,58;5,88;0,34;13;0,06;0,25;0;64,11;4;36;57,35;27,87
369;femenino;24;6,12;3,57;4,39;7,63;1,37;1,56;6;0,50;0,33;10;45,48;8;81;58,83;47,65
370;masculino;27;9,66;9,27;8,01;1,53;3,73;3,13;3;0,02;0,48;3;44,51;2;73;53,86;76,18
371;masculino;27;1,03;9,69;7,58;4,22;4,01;0,54;11;0,26;0,87;2;57,23;3;62;54,71;38,18
372;femenino;18;0,88;9,00;2,49;3,16;4,86;4,83;2;0,39;0,00;1;71,21;5;79;84,66;49,51
373;femenino;21;5,41;6,06;8,99;4,28;2,19;1,10;9;0,47;0,47;6;76,65;9;85;92,96;49,12
374;masculino;17;3,27;5,39;9,24;1,85;0,78;5,42;13;0,08;0,50;16;73,86;2;93;97,88;47,36
375;femenino;28;6,03;6,24;8,05;4,03;0,28;5,85;11;0,41;1,77;11;97,81;4;83;59,27;61,98
376;femenino;17;7,38;7,46;4,86;1,05;0,53;4,41;6;0,32;1,62;4;53,57;2;66;42,07;65,75
377;masculino;21;1,16;6,02;6,78;1,85;3,36;3,77;13;0,48;0,50;18;66,73;7;86;62,50;35,12
378;femenino;28;8,88;5,95;5,54;5,38;2,18;3,51;1;0,09;0,77;19;70,06;7;74;85,47;66,92
379;masculino;29;3,13;6,02;0,53;3,75;4,95;4,23;3;0,29;1,75;0;52,43;4;44;42,86;41,07
380;femenino;19;4,12;8,21;0,63;3,98;2,44;5,29;7;0,00;1,37;2;54,79;6;59;57,82;54,17
381;masculino;20;3,70;8,51;2,76;7,45;3,12;4,28;3;0,31;0,20;15;78,96;8;46;67,25;47,26
382;femenino;19;8,48;9,09;11,00;1,72;5,70;4,78;8;0,36;1,72;13;91,50;1;51;47,18;67,32
383;femenino;17;2,12;4,70;7,76;4,41;3,19;1,68;14;0,40;1,45;1;64,70;5;55;53,05;25,91
384;masculino;17;0,77;4,10;4,98;4,25;4,78;4,96;9;0,19;1,85;0;75,38;4;42;53,56;21,57
385;femenino;28;9,73;5,42;7,48;3,56;4,58;1,04;9;0,42;1,55;6;98,99;10;43;52,17;57,43
386;femenino;28;9,82;5,94;1,23;6,64;1,53;0,17;7;0,25;1,03;19;86,62;6;76;44,69;82,33
387;femenino;29;2,95;7,91;1,70;4,53;3,23;3,01;14;0,36;1,63;10;46,70;3;50;94,26;45,59
388;masculino;21;0,59;8,31;1,43;6,56;0,89;2,55;11;0,43;0,20;11;99,97;7;86;41,25;52,88
389;femenino;22;6,64;9,89;9,90;6,88;1,39;1,88;7;0,40;1,97;3;81,74;7;78;73,06;64,01
390;masculino;19;6,66;5,65;12,00;0,57;5,78;1,01;10;0,47;0,03;15;49,52;3;47;56,39;38,32
391;masculino;28;9,43;5,82;3,07;7,50;1,01;2,50;10;0,35;0,65;16;53,96;3;34;77,07;61,70
392;masculino;25;3,34;6,79;6,05;6,11;5,77;4,35;8;0,48;1,73;0;80,42;7;79;82,63;47,74
393;masculino;21;2,30;8,74;2,03;3,87;4,21;5,03;4;0,25;1,67;11;90,40;1;58;79,02;56,31
394;femenino;24;6,36;7,63;10,64;6,56;5,19;2,13;10;0,31;1,05;16;71,22;2;70;92,28;56,61
395;masculino;29;5,85;7,01;2,29;1,84;1,28;0,23;10;0,10;0,65;15;74,25;4;73;90,63;65,55
396;masculino;17;7,32;7,54;6,54;6,56;2,32;1,03;2;0,11;0,17;3;51,75;8;99;43,45;66,91
397;femenino;21;8,91;6,25;7,19;4,45;5,02;1,30;6;0,46;1,93;17;76,78;9;41;55,01;53,43
398;femenino;19;5,82;8,31;6,03;3,55;4,71;5,23;5;0,22;1,32;15;74,89;5;56;62,60;56,40
399;femenino;28;1,93;3,53;1,20;4,57;4,30;1,23;11;0,16;0,28;1;66,28;8;72;72,66;35,08
400;masculino;17;6,18;6,56;8,38;5,73;1,79;0,28;14;0,13;1,40;9;43,25;1;37;99,93;42,47
401;femenino;20;4,05;8,65;10,69;2,22;2,84;2,92;12;0,30;0,52;13;79,69;1;81;62,52;55,32
402;masculino;29;4,80;5,12;1,54;0,78;2,83;0,46;7;0,14;0,90;5;71,13;3;90;49,37;63,21
403;otro;21;9,62;8,90;8,87;7,25;5,67;0,58;9;0,35;1,88;15;69,16;1;84;73,76;82,25
404;femenino;23;5,77;8,48;9,94;7,60;3,88;2,22;12;0,33;0,47;6;97,87;10;72;83,68;53,81
405;femenino;17;1,92;7,06;2,38;5,00;2,05;5,17;11;0,09;0,57;7;74,63;3;95;41,19;56,84
406;masculino;19;4,71;4,77;11,93;4,09;3,07;5,23;11;0,06;1,22;0;95,88;8;44;61,17;28,78
407;masculino;18;2,67;9,03;3,93;0,43;5,32;4,65;8;0,13;0,47;0;81,21;2;95;48,28;65,03
408;masculino;25;1,79;3,21;4,06;3,33;4,33;0,75;13;0,29;1,83;11;51,70;6;99;94,34;37,52
409;masculino;26;7,27;7,15;7,02;2,72;3,66;2,49;5;0,05;0,98;1;73,40;6;40;74,57;51,42
410;masculino;22;6,47;8,48;9,92;3,07;3,24;1,28;9;0,27;1,62;12;84,81;2;57;58,78;58,53
411;femenino;26;5,23;6,40;5,77;5,75;3,04;0,82;14;0,41;0,13;12;84,80;6;73;41,60;55,15
412;masculino;19;4,52;3,72;6,78;2,89;2,72;4,29;4;0,31;0,77;17;46,83;1;95;44,48;49,59
413;femenino;24;3,56;8,84;7,60;6,33;5,35;1,30;6;0,09;0,68;19;46,19;10;48;78,47;32,90
414;masculino;24;1,34;9,36;9,61;7,93;0,23;5,91;4;0,50;0,33;2;41,36;4;76;40,63;36,22
415;masculino;18;3,34;6,94;7,94;4,37;1,82;4,77;2;0,33;0,30;0;78,96;5;89;78,36;50,25
416;femenino;22;8,46;8,51;2,45;2,22;4,25;4,78;7;0,39;1,08;8;63,71;6;55;77,01;70,91
417;femenino;23;7,94;7,28;7,40;7,66;5,26;4,29;12;0,02;1,10;7;87,75;3;96;79,81;77,74
418;masculino;18;9,74;7,01;2,95;5,85;5,81;1,40;1;0,03;0,02;18;92,42;7;74;65,05;81,30
419;masculino;27;6,73;3,92;5,51;1,80;5,71;1,21;6;0,44;0,28;3;86,20;1;75;65,82;61,62
420;femenino;26;5,76;6,06;10,46;7,96;2,26;1,36;4;0,15;0,78;4;70,17;1;88;65,97;56,81
421;masculino;18;3,31;7,75;1,92;0,08;5,25;3,09;1;0,14;1,82;16;70,16;4;33;53,79;43,57
422;masculino;26;1,23;6,18;4,66;4,61;3,29;0,81;10;0,50;0,43;11;48,51;1;53;57,23;32,13
423;femenino;17;6,37;7,32;6,96;5,48;2,23;4,29;3;0,29;0,80;12;77,29;8;44;66,32;47,86
424;masculino;24;5,14;9,26;10,51;1,46;5,44;4,77;13;0,09;0,35;13;60,54;1;30;62,06;42,35
425;masculino;17;7,71;5,56;9,46;0,41;3,65;4,72;11;0,26;0,22;16;44,68;10;79;78,91;48,74
426;femenino;25;4,41;8,80;5,38;0,06;4,62;6,00;9;0,03;1,77;19;79,88;6;82;52,74;60,83
427;femenino;27;9,86;3,20;6,24;7,41;1,51;5,33;13;0,36;1,33;18;78,73;9;76;49,01;62,49
428;masculino;22;4,28;8,97;10,23;4,66;2,37;5,11;1;0,41;1,47;6;41,99;3;57;81,32;41,89
429;femenino;23;3,66;3,75;10,59;1,37;0,29;0,15;2;0,36;1,93;13;98,88;4;40;85,77;27,17
430;masculino;29;8,77;5,25;6,58;4,93;0,76;4,20;13;0,29;0,83;10;44,16;5;57;65,70;55,33
431;femenino;26;4,26;6,59;2,79;0,02;3,90;3,56;11;0,50;0,00;6;50,98;2;30;65,62;41,22
432;femenino;23;8,77;7,55;6,23;2,99;1,33;4,25;4;0,29;0,50;14;82,39;4;35;93,03;62,25
433;masculino;26;0,76;9,67;11,16;6,14;2,49;1,14;8;0,05;0,37;12;85,81;3;75;41,07;40,00
434;masculino;19;7,08;5,15;7,52;0,80;2,47;2,82;12;0,11;0,42;4;59,27;8;56;94,97;45,13
435;masculino;18;1,18;3,60;9,39;4,83;4,61;0,70;7;0,30;0,45;13;77,92;3;60;81,17;22,17
436;femenino;25;1,91;6,21;0,72;2,53;3,40;5,79;5;0,48;0,97;2;60,03;6;44;89,72;35,08
437;femenino;24;7,15;5,42;7,80;0,79;4,06;0,27;2;0,11;1,32;14;59,80;1;70;86,29;57,88
438;masculino;29;3,25;7,20;7,38;6,60;0,73;5,62;8;0,41;1,90;0;95,70;7;35;59,81;34,53
439;masculino;28;2,50;9,46;5,93;4,39;3,64;0,89;7;0,09;0,38;7;82,90;10;77;98,66;48,03
440;masculino;26;8,11;7,50;8,31;6,33;3,71;0,65;9;0,13;1,70;19;71,04;6;67;78,70;62,26
441;masculino;23;9,49;7,05;10,43;7,75;3,20;4,94;12;0,25;0,77;13;53,61;1;55;81,67;62,26
442;masculino;25;2,71;4,72;11,19;1,47;0,61;3,90;8;0,39;1,68;1;58,48;10;91;77,29;28,21
443;femenino;20;3,51;4,85;3,45;1,10;4,63;1,56;2;0,37;1,77;6;94,89;3;63;86,47;48,93
444;femenino;29;7,28;6,05;6,31;7,85;3,27;0,91;9;0,23;0,15;14;73,21;10;32;71,32;42,71
445;otro;20;8,25;9,24;3,97;1,87;3,25;0,46;6;0,12;1,83;12;72,73;1;83;73,65;85,44
446;femenino;17;9,99;7,06;5,31;3,42;5,10;4,32;13;0,12;1,60;18;61,32;6;31;92,73;60,82
447;femenino;24;3,10;6,46;6,24;6,69;1,46;1,01;14;0,20;1,25;7;46,79;5;71;67,38;39,63
448;femenino;28;5,79;6,80;9,53;1,84;3,04;2,63;10;0,07;0,25;0;70,42;8;48;83,32;39,98
449;femenino;19;1,77;8,84;11,03;5,69;4,44;5,54;5;0,18;0,30;14;96,50;2;65;48,72;41,90
450;masculino;23;3,64;7,75;7,25;6,29;5,47;4,62;7;0,43;1,20;7;80,19;7;35;91,75;35,40
451;masculino;28;0,93;9,49;11,91;3,97;5,10;3,27;6;0,21;1,82;19;61,25;9;49;82,06;20,16
452;masculino;18;2,50;7,07;7,02;3,90;4,64;4,14;13;0,49;0,97;13;88,23;7;61;81,07;38,74
453;femenino;18;5,31;4,37;9,77;1,83;5,24;4,09;8;0,35;1,08;5;93,60;7;83;59,18;47,12
454;femenino;23;2,06;3,13;2,10;5,01;1,61;4,12;8;0,44;1,53;2;57,28;1;59;90,86;34,99
455;masculino;22;8,95;5,22;0,59;1,61;2,68;4,69;11;0,10;0,17;5;58,43;2;50;67,38;69,01
456;femenino;19;7,25;3,44;0,81;2,10;5,88;5,53;14;0,37;1,13;0;79,56;2;47;95,58;58,96
457;femenino;25;0,76;5,85;10,76;4,77;0,09;5,50;11;0,11;1,85;16;71,56;10;32;84,78;6,56
458;masculino;26;8,83;4,32;1,36;2,22;5,94;0,95;13;0,22;1,15;14;63,75;3;75;48,38;72,69
459;masculino;29;9,78;5,83;7,55;3,71;0,63;4,14;2;0,03;1,62;19;52,14;2;32;51,30;56,12
